rule_level,hour_of_day,day_of_week,failed_logins,src_ip_is_internal,src_ip_reputation,agent_os,event_count_1h,is_fim_event,has_mitre_tag,label
13,1,4,0,0,83,2,5110,0,1,1
9,17,2,0,1,6,2,20,0,1,0
11,8,4,0,1,17,1,50,0,0,0
9,2,1,0,0,57,2,2630,0,1,1
10,19,5,0,0,88,2,1260,0,0,1
10,3,2,0,0,83,2,5110,0,0,1
5,20,5,0,0,63,1,5110,0,0,1
12,23,0,0,0,55,2,5110,0,1,1
5,12,0,0,1,8,2,280,0,1,0
10,23,2,0,0,66,2,5110,0,1,1
13,20,0,0,0,56,1,2120,0,1,1
11,3,6,0,0,74,0,1180,0,1,1
13,1,3,0,0,50,1,1320,0,1,1
13,22,5,0,0,61,0,5100,0,1,1
2,8,0,0,0,15,2,130,0,0,0
13,0,6,0,0,71,0,5110,0,0,1
13,18,4,0,0,66,0,5110,0,0,1
13,18,1,0,0,71,2,5080,0,1,1
11,2,1,0,0,82,1,5110,0,1,1
8,12,1,0,1,13,2,60,0,0,0
13,4,6,0,0,66,0,5110,0,1,1
10,20,2,0,0,53,1,5110,0,1,1
4,7,2,0,1,19,0,40,0,0,0
13,21,2,0,1,65,0,1110,0,0,1
5,10,3,0,0,13,2,170,0,0,0
3,11,1,0,1,13,2,160,0,0,0
9,1,2,0,0,90,1,5110,0,1,1
1,17,2,0,1,15,1,10,0,0,0
13,20,5,0,0,93,2,5110,0,0,1
5,18,5,0,0,53,0,5070,0,0,1
1,9,4,0,1,16,1,130,0,0,0
13,2,1,0,0,96,1,2920,0,1,1
12,4,5,0,0,98,2,5110,0,1,1
13,22,5,0,0,98,1,5110,0,0,1
1,10,3,0,1,2,1,130,0,0,0
13,4,4,0,0,50,1,5110,0,1,1
12,23,1,0,0,88,2,5110,0,0,1
9,3,4,0,0,60,2,5110,0,0,1
10,0,4,0,0,76,0,5110,0,1,1
7,3,5,0,0,71,0,5110,0,1,1
11,0,2,0,1,97,2,1440,0,0,1
9,23,5,0,0,67,1,5110,0,0,1
9,21,5,0,0,80,1,4450,0,1,1
13,4,3,0,0,51,1,1160,0,1,1
10,4,3,0,0,71,1,1430,0,1,1
9,18,2,0,0,62,2,4420,0,1,1
12,4,6,0,1,94,0,2280,0,1,1
2,14,2,0,1,7,0,70,0,0,0
8,2,3,0,0,92,1,2400,0,1,1
9,22,2,0,0,97,0,5110,0,1,1
13,22,4,0,0,60,2,5110,0,0,1
10,5,0,0,0,75,0,5110,0,1,1
12,3,2,0,0,74,2,5110,0,1,1
8,23,5,0,1,66,1,1410,0,1,1
12,23,2,0,0,63,0,5110,0,1,1
12,3,5,0,0,66,2,5100,0,1,1
5,7,3,0,1,10,0,160,0,0,0
9,19,0,0,0,84,0,5100,0,1,1
11,18,0,0,0,80,2,5110,0,1,1
12,21,2,0,0,55,2,5110,0,1,1
2,10,0,0,1,14,1,20,0,0,0
10,1,0,0,1,60,1,2130,0,1,1
3,16,0,0,1,5,1,30,0,0,0
10,20,5,0,0,98,2,5110,0,1,1
13,3,0,0,0,64,2,5110,0,1,1
5,2,5,0,0,84,0,1330,0,1,1
13,1,4,0,0,76,1,5110,0,1,1
13,4,2,0,1,96,1,2840,0,1,1
9,23,3,0,0,82,2,5110,0,0,1
12,3,0,0,0,61,1,2960,0,1,1
5,12,2,0,1,9,2,260,0,0,0
13,20,3,0,0,70,2,1390,0,1,1
9,9,0,0,1,10,1,50,0,0,0
13,2,2,0,0,61,1,5100,0,0,1
1,10,2,0,0,3,1,100,0,0,0
12,3,6,0,0,52,1,2500,0,0,1
10,21,3,0,1,57,0,1180,0,1,1
9,3,0,0,0,68,0,1150,0,1,1
1,9,2,0,1,9,0,20,0,0,0
13,0,3,0,0,60,0,5110,0,0,1
9,4,0,0,0,96,2,5100,0,1,1
9,0,0,0,0,81,2,5110,0,1,1
12,21,1,0,0,77,2,120,0,1,1
2,9,3,0,1,8,2,70,0,0,0
12,2,3,0,0,64,1,5110,0,1,1
13,5,0,0,0,56,0,5110,0,1,1
6,12,0,0,1,8,1,20,0,0,0
7,0,6,0,0,52,0,5110,0,1,1
10,3,1,0,0,75,0,2310,0,1,1
12,1,4,0,0,52,2,5110,0,1,1
7,21,2,0,0,75,0,2180,0,0,1
2,18,2,0,1,8,2,40,0,0,0
8,18,1,0,0,72,1,5110,0,1,1
5,9,0,0,1,8,2,130,0,0,0
12,4,1,0,1,82,0,1950,0,0,1
9,19,4,0,0,93,2,1450,0,0,1
10,19,4,0,0,97,1,5110,0,1,1
12,0,6,0,0,68,2,4770,0,1,1
10,2,2,0,0,57,0,1130,0,1,1
11,23,1,0,0,54,1,1440,0,1,1
11,5,6,0,0,86,1,5110,0,0,1
9,23,6,0,0,50,1,5110,0,1,1
10,21,1,0,0,51,0,2530,0,1,1
9,19,5,0,0,68,2,5110,0,1,1
10,22,6,0,0,66,2,5110,0,1,1
11,22,4,0,0,89,0,5110,0,1,1
10,4,5,0,0,77,0,5110,0,0,1
12,22,0,0,0,56,0,2970,0,1,1
4,9,4,0,0,11,2,10,0,0,0
12,23,0,0,0,94,2,5110,0,0,1
9,18,4,0,0,80,0,1310,0,1,1
9,22,5,0,0,53,0,5110,0,1,1
12,0,1,0,0,77,0,5110,0,1,1
10,21,5,0,0,64,2,2770,0,1,1
5,21,0,0,0,87,1,1220,0,1,1
10,20,0,0,0,93,1,5110,0,1,1
2,8,2,0,0,7,0,80,0,0,0
3,15,3,0,1,3,0,870,0,0,0
10,4,1,0,1,72,2,2050,0,1,1
12,19,1,0,0,89,1,5110,0,1,1
10,19,4,0,0,50,1,5110,0,1,1
2,17,0,0,0,18,1,10,0,0,0
13,20,0,0,0,53,1,1220,0,1,1
10,4,0,0,0,61,1,5110,0,1,1
11,4,3,0,0,65,1,5110,0,0,1
13,2,1,0,0,86,0,5110,0,1,1
12,20,6,0,1,55,0,2530,0,1,1
10,23,5,0,0,62,0,5110,0,1,1
3,16,4,0,1,15,2,410,0,0,0
11,4,2,0,0,74,1,1010,0,0,1
12,21,2,0,0,91,2,5110,0,1,1
9,21,5,0,0,81,1,5110,0,1,1
5,23,3,0,0,69,2,5110,0,1,1
13,4,1,0,0,60,2,5100,0,1,1
13,0,2,0,0,84,2,5110,0,1,1
10,1,3,0,0,92,1,5110,0,0,1
1,12,1,0,1,14,2,10,0,0,0
5,13,3,0,1,2,2,310,0,0,0
13,2,5,0,0,98,1,5110,0,1,1
13,3,1,0,0,65,1,2010,0,0,1
9,2,2,0,0,53,0,4800,0,0,1
7,14,2,0,0,14,1,10,0,0,0
12,5,0,0,0,73,1,5110,0,1,1
10,0,6,0,0,65,0,5110,0,0,1
10,0,3,0,0,73,0,5110,0,1,1
9,2,4,0,0,76,2,5110,0,0,1
9,20,2,0,0,89,0,5100,0,1,1
12,0,1,0,0,86,0,5110,0,1,1
6,22,5,0,0,91,1,5110,0,1,1
8,20,0,0,0,86,1,5110,0,1,1
12,3,4,0,0,94,2,5110,0,1,1
2,12,1,0,1,14,2,60,0,0,0
13,2,5,0,0,85,1,5110,0,1,1
13,18,0,0,0,85,0,5110,0,1,1
10,0,1,0,0,53,0,2010,0,1,1
9,20,3,0,0,70,1,5110,0,0,1
10,0,0,0,0,60,0,5110,0,0,1
9,19,5,0,0,51,2,5110,0,0,1
13,23,2,0,0,62,0,5110,0,1,1
9,19,2,0,0,80,0,5110,0,1,1
12,21,3,0,0,83,2,1310,0,0,1
11,2,6,0,0,93,0,5110,0,0,1
13,3,3,0,0,93,2,5110,0,1,1
13,3,3,0,1,52,2,1100,0,1,1
12,22,0,0,0,52,1,5110,0,1,1
13,5,1,0,0,64,2,5110,0,1,1
5,16,2,0,1,11,2,10,0,0,0
11,19,2,0,0,69,0,5110,0,0,1
4,13,0,0,1,17,2,20,0,0,0
8,5,4,0,0,79,2,2490,0,1,1
3,9,1,0,0,15,2,40,0,0,0
10,23,6,0,0,96,1,5100,0,1,1
13,21,5,0,0,84,0,5110,0,1,1
4,16,0,0,0,12,0,360,0,0,0
10,11,1,0,0,19,0,10,0,0,0
4,12,4,0,1,3,0,80,0,0,0
10,18,3,0,0,89,1,5110,0,1,1
2,15,1,0,0,16,1,210,0,0,0
13,22,2,0,0,58,1,5090,0,1,1
9,18,3,0,0,88,1,5090,0,1,1
10,21,5,0,0,99,2,5110,0,1,1
6,12,1,0,1,12,1,10,0,0,0
13,4,1,0,0,51,0,5110,0,1,1
4,16,1,0,1,5,0,280,0,0,0
13,2,4,0,0,52,0,5110,0,1,1
9,1,0,0,0,64,1,1220,0,0,1
1,8,0,0,1,17,1,10,0,0,0
13,19,3,0,0,91,1,5110,0,0,1
12,3,2,0,0,61,0,5100,0,1,1
5,14,0,0,1,14,0,2560,0,0,0
10,20,6,0,0,80,1,1120,0,1,1
6,21,1,0,0,82,2,5110,0,0,1
13,4,3,0,0,72,2,5100,0,0,1
12,20,0,0,0,95,1,5110,0,1,1
13,18,6,0,0,55,0,5110,0,0,1
9,5,4,0,0,76,2,5100,0,1,1
12,3,3,0,0,64,1,5110,0,0,1
11,0,1,0,0,62,0,2020,0,1,1
7,12,0,0,1,7,1,10,0,0,0
1,14,0,0,1,14,1,80,0,0,0
2,9,1,0,1,12,1,20,0,0,0
13,18,6,0,0,60,0,5110,0,1,1
10,5,6,0,0,50,2,5110,0,0,1
11,18,4,0,0,75,0,2810,0,0,1
13,20,1,0,0,84,2,5110,0,1,1
13,21,0,0,0,99,2,1280,0,1,1
9,1,2,0,0,75,0,1120,0,1,1
10,21,1,0,0,94,0,5110,0,0,1
12,5,1,0,0,82,2,5110,0,1,1
3,15,1,0,1,17,2,440,0,1,0
10,2,3,0,0,90,0,5110,0,1,1
7,4,2,0,0,57,1,4550,0,0,1
10,5,1,0,0,62,1,5110,0,0,1
12,2,2,0,0,66,1,4810,0,1,1
9,5,0,0,0,69,0,5100,0,1,1
10,1,6,0,0,90,0,2200,0,0,1
12,19,1,0,0,77,0,1360,0,0,1
3,7,4,0,0,11,1,60,0,0,0
12,20,3,0,0,63,0,5110,0,1,1
2,12,1,0,1,3,1,790,0,0,0
8,3,1,0,0,86,1,1120,0,0,1
10,21,2,0,1,65,2,1330,0,0,1
9,2,3,0,0,73,2,5110,0,1,1
11,22,5,0,0,61,0,5110,0,1,1
4,0,0,0,0,60,2,5110,0,1,1
9,5,2,0,0,72,0,5110,0,0,1
10,17,1,0,1,14,1,10,0,0,0
10,20,3,0,0,99,2,5110,0,1,1
12,22,1,0,0,63,1,5110,0,0,1
2,14,1,0,1,16,1,20,0,0,0
5,18,5,0,0,88,1,1460,0,1,1
9,1,2,0,0,59,0,5100,0,1,1
14,22,0,0,0,74,1,20,0,1,1
1,7,3,0,1,7,1,20,0,0,0
13,20,5,0,1,92,2,2750,0,1,1
9,22,5,0,0,59,0,5110,0,1,1
12,19,5,0,0,74,1,5110,0,1,1
10,0,2,0,0,74,0,5110,0,1,1
2,13,4,0,0,0,1,20,0,0,0
2,14,2,0,1,16,1,150,0,0,0
13,3,6,0,0,77,2,5080,0,1,1
10,18,6,0,0,72,2,5100,0,0,1
3,15,0,0,1,13,0,150,0,0,0
13,21,2,0,0,98,1,5110,0,1,1
11,18,6,0,0,84,1,5110,0,1,1
12,0,3,0,0,85,1,5110,0,1,1
13,20,1,0,0,77,0,2640,0,1,1
13,19,6,0,0,59,1,5110,0,1,1
12,23,5,0,0,77,1,5110,0,1,1
11,3,5,0,1,53,1,2780,0,1,1
12,22,5,0,0,68,1,5100,0,1,1
2,14,1,0,0,4,2,10,0,0,0
4,7,2,0,1,16,0,10,0,0,0
6,22,2,0,0,95,0,2670,0,1,1
13,23,2,0,0,73,1,5110,0,0,1
12,0,2,0,1,88,1,1480,0,1,1
9,2,3,0,0,70,0,5110,0,1,1
13,19,2,0,0,91,1,5110,0,0,1
12,3,0,0,0,78,2,5110,0,1,1
10,1,4,0,0,65,2,5110,0,0,1
9,22,3,0,0,93,1,1290,0,1,1
11,0,5,0,0,80,2,5110,0,1,1
5,16,2,0,1,9,2,70,0,0,0
2,16,2,0,0,9,2,60,0,0,0
10,0,6,0,0,75,2,990,0,1,1
12,23,4,0,0,87,1,5110,0,1,1
11,4,6,0,0,89,1,5100,0,0,1
5,0,5,0,0,92,2,5110,0,1,1
13,19,0,0,0,60,2,5110,0,1,1
11,0,1,0,0,97,2,5110,0,1,1
14,23,6,0,1,96,0,20,0,1,1
9,18,5,0,0,94,0,5110,0,0,1
9,2,2,0,0,61,0,5110,0,1,1
12,21,6,0,0,73,2,2170,0,1,1
1,18,2,0,0,9,2,10,0,0,0
13,22,4,0,0,93,2,5110,0,1,1
11,3,5,0,0,67,1,5090,0,1,1
12,20,6,0,0,68,1,4490,0,1,1
3,0,3,0,0,65,0,10,0,0,1
4,13,3,0,1,11,2,10,0,0,0
12,5,4,0,0,88,0,5110,0,1,1
13,22,5,0,0,62,0,5100,0,0,1
3,7,2,0,1,9,0,350,0,0,0
11,21,2,0,0,51,0,2000,0,1,1
9,3,2,0,0,51,2,2220,0,1,1
13,1,0,0,0,72,2,5110,0,1,1
13,21,5,0,0,88,2,2620,0,1,1
5,5,1,0,0,92,2,5110,0,1,1
7,20,0,0,0,78,1,5110,0,1,1
14,2,5,0,0,58,2,10,0,1,1
13,2,0,0,0,80,1,5110,0,1,1
11,18,1,0,0,74,1,2440,0,1,1
10,4,1,0,0,78,2,5100,0,1,1
6,3,6,0,0,56,0,5110,0,1,1
4,22,5,0,0,72,2,1070,0,1,1
9,22,3,0,0,79,2,2030,0,0,1
11,19,1,0,0,98,0,5110,0,0,1
9,21,0,0,0,53,2,5100,0,1,1
2,13,1,0,1,13,0,210,0,0,0
9,20,2,0,0,94,2,10,0,1,1
2,16,2,0,0,5,1,10,0,0,0
12,15,3,0,1,0,2,20,0,0,0
8,22,3,0,0,78,0,5110,0,0,1
13,4,3,0,0,57,2,2900,0,1,1
10,2,1,0,0,64,1,5110,0,0,1
13,18,6,0,0,93,0,1250,0,1,1
9,5,1,0,0,57,2,5110,0,1,1
3,14,2,0,0,6,0,40,0,0,0
12,18,0,0,0,57,0,5110,0,0,1
11,23,4,0,0,79,1,1120,0,0,1
5,14,3,0,0,10,2,20,0,0,0
9,0,2,0,0,50,2,5100,0,1,1
2,13,2,0,1,2,0,10,0,0,0
13,23,0,0,0,73,1,2920,0,1,1
13,4,2,0,0,82,1,4620,0,0,1
10,0,2,0,1,63,1,2460,0,1,1
5,16,1,0,1,3,1,90,0,0,0
5,18,1,0,1,8,0,20,0,0,0
10,20,0,0,0,79,1,5090,0,1,1
3,8,2,0,1,15,0,140,0,0,0
3,8,2,0,1,13,2,220,0,0,0
9,20,6,0,0,86,0,2020,0,1,1
12,2,0,0,0,96,0,5110,0,1,1
9,21,3,0,0,92,2,4510,0,0,1
4,21,6,0,0,91,2,2680,0,0,1
10,21,3,0,0,54,0,5110,0,1,1
11,4,5,0,0,81,2,5110,0,0,1
6,23,6,0,0,88,0,5110,0,1,1
2,7,4,0,1,10,0,60,0,0,0
13,3,5,0,0,87,1,5100,0,1,1
11,0,5,0,0,94,0,4410,0,1,1
12,0,2,0,1,98,1,1200,0,1,1
13,22,0,0,0,75,1,5110,0,1,1
11,0,5,0,0,85,1,5110,0,1,1
4,13,3,0,0,6,2,10,0,0,0
9,22,1,0,0,70,1,5110,0,1,1
9,18,3,0,0,57,0,5110,0,0,1
13,22,5,0,0,59,2,5110,0,0,1
9,3,6,0,0,99,2,5110,0,1,1
12,22,3,0,0,93,1,5100,0,1,1
12,2,1,0,0,82,1,2280,0,1,1
9,18,2,0,0,60,2,2030,0,1,1
13,5,3,0,0,50,2,5110,0,1,1
11,4,5,0,0,91,1,2540,0,1,1
8,22,3,0,0,79,0,5110,0,0,1
11,20,4,0,0,91,1,5110,0,0,1
12,22,0,0,0,92,1,5110,0,1,1
9,21,4,0,0,65,2,5110,0,1,1
10,19,5,0,0,52,0,4860,0,1,1
11,23,4,0,0,74,1,5110,0,0,1
12,23,0,0,0,70,1,5110,0,0,1
7,5,5,0,0,96,2,5110,0,1,1
4,16,3,0,1,5,2,10,0,0,0
13,5,3,0,0,65,1,5110,0,0,1
4,18,2,0,0,58,1,2940,0,1,1
12,20,1,0,0,75,0,5100,0,1,1
12,23,5,0,0,97,2,5110,0,0,1
10,21,1,0,0,62,0,5110,0,1,1
12,23,5,0,0,64,1,5110,0,0,1
4,4,6,0,0,59,1,5110,0,1,1
13,22,3,0,0,75,0,4530,0,1,1
11,23,0,0,0,69,2,5110,0,1,1
12,22,0,0,0,52,0,5110,0,1,1
6,2,0,0,0,60,2,2920,0,1,1
13,1,1,0,0,53,1,5110,0,1,1
10,0,3,0,0,56,0,5110,0,1,1
5,2,0,0,0,64,2,5110,0,1,1
1,13,0,0,1,14,2,1690,0,0,0
14,4,1,0,0,73,1,30,0,1,1
13,4,3,0,0,68,2,5110,0,1,1
9,22,1,0,0,86,1,2750,0,1,1
12,4,1,0,0,92,2,2460,0,1,1
9,20,2,0,0,62,0,5110,0,1,1
9,1,5,0,0,82,1,5110,0,1,1
10,3,1,0,0,79,2,5110,0,1,1
13,21,3,0,0,55,1,4390,0,1,1
9,2,6,0,0,98,0,5100,0,0,1
9,23,4,0,0,91,0,5110,0,1,1
10,5,2,0,0,68,2,1150,0,1,1
11,22,4,0,0,88,0,5110,0,0,1
9,18,5,0,0,79,0,5110,0,1,1
12,0,5,0,0,81,1,2110,0,1,1
10,3,3,0,0,99,0,1240,0,1,1
4,14,3,0,0,15,2,90,0,0,0
3,7,2,0,1,5,0,90,0,0,0
12,5,3,0,0,57,2,5110,0,1,1
11,23,1,0,0,94,0,4360,0,1,1
9,5,4,0,0,64,0,5110,0,0,1
12,0,2,0,0,83,0,5110,0,1,1
9,19,0,0,0,79,2,5110,0,1,1
9,19,4,0,1,80,1,1380,0,1,1
11,23,0,0,0,94,1,2350,0,1,1
4,23,2,0,0,66,1,5110,0,1,1
4,8,4,0,0,9,0,40,0,0,0
13,21,4,0,0,83,0,5110,0,0,1
5,10,3,0,1,5,1,60,0,1,0
12,18,6,0,0,95,1,5110,0,1,1
13,21,5,0,0,60,1,5110,0,1,1
1,14,0,0,1,15,0,150,0,0,0
5,12,0,0,1,5,2,20,0,0,0
2,11,1,0,1,15,2,70,0,0,0
13,22,1,0,1,97,1,430,0,1,1
11,18,5,0,0,50,1,2900,0,0,1
13,18,3,0,0,65,2,2680,0,1,1
1,11,2,0,0,5,1,10,0,0,0
9,3,2,0,0,59,1,5110,0,1,1
13,23,1,0,0,78,1,1970,0,1,1
2,15,3,0,1,4,2,150,0,0,0
9,20,1,0,0,83,2,5110,0,1,1
4,4,1,0,1,67,2,2190,0,1,1
12,4,3,0,0,50,1,5110,0,0,1
1,9,2,0,1,2,2,100,0,0,0
12,0,3,0,0,67,2,1020,0,1,1
9,2,4,0,0,73,1,5110,0,1,1
9,4,1,0,0,96,2,5110,0,0,1
11,5,3,0,0,67,0,5110,0,1,1
11,3,3,0,0,50,1,5100,0,1,1
4,16,1,0,1,13,1,160,0,0,0
10,1,4,0,0,65,1,2730,0,0,1
5,17,3,0,1,12,1,50,0,0,0
2,11,2,0,0,14,2,10,0,0,0
9,0,1,0,0,63,1,5110,0,1,1
13,4,3,0,0,77,0,5110,0,0,1
10,4,5,0,0,85,2,5110,0,1,1
6,5,5,0,1,65,1,1170,0,1,1
13,22,0,0,0,89,0,2800,0,1,1
10,2,0,0,0,81,2,5110,0,0,1
8,20,2,0,0,80,1,4420,0,1,1
10,5,3,0,0,94,1,5110,0,0,1
12,20,4,0,0,71,1,5110,0,1,1
5,18,1,0,1,0,1,10,0,0,0
5,13,4,0,1,11,0,50,0,0,0
8,22,0,0,0,70,2,5110,0,1,1
12,3,1,0,0,84,2,5100,0,1,1
2,9,0,0,1,11,0,10,0,0,0
11,21,2,0,0,90,0,5110,0,1,1
12,19,1,0,0,93,1,5110,0,1,1
13,5,6,0,0,77,0,5110,0,1,1
11,19,1,0,0,80,0,5080,0,1,1
12,5,6,0,0,93,1,5110,0,1,1
11,21,2,0,0,60,1,4860,0,0,1
8,5,4,0,0,57,2,5110,0,0,1
6,22,3,0,0,86,2,5110,0,1,1
5,14,1,0,0,18,2,70,0,0,0
9,22,6,0,0,99,1,1430,0,1,1
9,0,5,0,0,93,0,5110,0,1,1
13,22,5,0,0,70,1,5110,0,1,1
4,9,2,0,0,13,2,190,0,0,0
1,15,2,0,0,7,0,30,0,0,0
11,4,1,0,1,76,1,2890,0,1,1
11,3,2,0,0,94,2,5110,0,1,1
11,0,3,0,0,53,1,2650,0,1,1
11,4,4,0,0,71,2,2170,0,1,1
1,7,4,0,1,3,1,80,0,0,0
9,23,0,0,0,82,1,5110,0,0,1
9,22,3,0,0,80,2,1370,0,1,1
11,22,1,0,0,62,0,5110,0,1,1
5,16,1,0,1,15,0,70,0,0,0
2,15,0,0,1,12,1,40,0,0,0
6,23,3,0,0,85,1,5100,0,1,1
4,9,4,0,1,16,1,10,0,0,0
5,13,0,0,1,10,2,360,0,0,0
5,18,1,0,1,7,0,190,0,1,0
2,13,4,0,1,0,1,10,0,0,0
8,20,4,0,0,52,2,5110,0,1,1
10,19,1,0,0,87,0,2660,0,1,1
12,5,3,0,0,88,1,1130,0,0,1
10,3,1,0,0,63,2,4530,0,1,1
12,4,3,0,0,79,2,5110,0,1,1
12,23,1,0,0,55,1,5100,0,0,1
12,21,6,0,0,60,2,1340,0,0,1
10,19,6,0,0,56,2,4460,0,0,1
4,18,1,0,0,11,1,10,0,0,0
10,23,1,0,0,69,1,5110,0,1,1
9,23,0,0,0,58,1,1210,0,1,1
3,13,4,0,0,3,2,70,0,0,0
9,1,1,0,0,77,2,1340,0,1,1
12,0,1,0,0,91,0,5100,0,1,1
10,20,3,0,0,83,1,5110,0,0,1
1,17,3,0,1,9,1,10,0,0,0
1,15,4,0,1,10,2,10,0,0,0
13,18,6,0,1,95,2,2980,0,1,1
7,5,5,0,0,68,0,5110,0,1,1
13,4,4,0,0,51,2,1820,0,1,1
13,20,1,0,0,63,1,5110,0,1,1
11,1,1,0,0,54,0,5090,0,1,1
10,0,4,0,0,62,1,5110,0,1,1
5,8,2,0,1,18,2,60,0,0,0
13,20,0,0,0,78,0,5110,0,1,1
6,2,0,0,0,64,0,5110,0,1,1
11,22,3,0,1,57,2,5100,0,1,1
9,19,1,0,0,55,2,5110,0,1,1
5,13,0,0,0,9,0,10,0,0,0
11,21,6,0,0,59,1,5110,0,1,1
9,2,4,0,0,92,1,5110,0,0,1
9,4,6,0,0,78,1,5110,0,0,1
5,7,3,0,1,9,1,10,0,0,0
9,18,2,0,0,52,0,5110,0,1,1
9,19,1,0,1,78,2,2430,0,1,1
9,3,5,0,0,80,0,2120,0,1,1
4,17,1,0,1,1,0,10,0,0,0
2,18,4,0,1,7,2,260,0,0,0
10,2,0,0,0,95,2,2230,0,1,1
12,4,4,0,0,85,2,5110,0,1,1
13,5,2,0,0,91,0,5100,0,1,1
10,23,5,0,1,69,2,2100,0,1,1
12,21,6,0,0,87,1,5110,0,1,1
1,11,0,0,1,5,2,10,0,0,0
11,3,0,0,1,86,0,1400,0,1,1
10,0,0,0,0,82,1,5110,0,1,1
13,5,1,0,0,69,1,5110,0,1,1
6,4,2,0,0,54,1,5110,0,1,1
9,5,1,0,0,50,0,5110,0,0,1
9,18,2,0,0,64,1,5110,0,1,1
8,21,5,0,0,52,0,5110,0,1,1
2,11,0,0,0,3,1,170,0,0,0
9,1,5,0,0,87,1,5110,0,1,1
6,21,3,0,0,62,1,5110,0,0,1
2,7,1,0,0,14,1,10,0,0,0
9,13,1,0,1,6,0,10,0,0,0
12,4,0,0,0,78,0,4490,0,1,1
13,1,1,0,0,57,0,5110,0,1,1
5,14,1,0,1,3,2,20,0,1,0
13,2,5,0,0,68,2,5110,0,1,1
4,9,4,0,1,10,1,30,0,0,0
11,4,1,0,0,94,0,5110,0,1,1
5,8,1,0,1,11,0,10,0,1,0
13,2,2,0,1,65,2,1120,0,1,1
13,0,1,0,0,77,2,5110,0,0,1
7,20,4,0,0,58,0,5110,0,1,1
13,1,3,0,0,89,0,5110,0,0,1
4,21,6,0,0,61,2,5100,0,1,1
13,1,3,0,0,65,2,5110,0,0,1
11,20,5,0,0,57,1,4530,0,1,1
8,17,4,0,1,2,1,20,0,0,0
9,3,3,0,0,61,2,5110,0,1,1
12,20,6,0,0,69,2,5110,0,1,1
10,22,1,0,0,72,1,5100,0,0,1
12,19,2,0,0,79,0,1350,0,1,1
10,18,6,0,0,55,0,10,0,0,1
4,10,0,0,0,6,2,200,0,0,0
9,20,4,0,0,60,1,5110,0,1,1
1,15,1,0,1,7,0,40,0,0,0
11,21,1,0,0,62,0,5110,0,1,1
7,22,1,0,0,87,2,5110,0,0,1
6,22,3,0,0,57,2,5110,0,1,1
11,22,5,0,0,89,1,5110,0,1,1
6,4,1,0,0,96,1,2090,0,1,1
13,23,6,0,0,60,1,5110,0,0,1
13,20,4,0,0,79,0,5110,0,1,1
11,22,3,0,0,92,0,4820,0,0,1
13,19,0,0,0,75,1,5100,0,1,1
10,2,2,0,0,75,0,5110,0,1,1
13,21,1,0,0,59,2,4560,0,0,1
4,23,6,0,0,66,1,4710,0,1,1
4,13,3,0,1,15,0,10,0,0,0
9,20,6,0,0,86,1,5110,0,0,1
2,7,0,0,1,1,2,40,0,0,0
13,21,4,0,0,74,2,2250,0,1,1
2,9,1,0,0,9,1,20,0,0,0
12,0,6,0,0,64,1,5110,0,1,1
7,19,3,0,0,53,1,5110,0,1,1
13,20,1,0,1,96,2,2590,0,1,1
11,4,1,0,0,78,1,5110,0,1,1
5,3,3,0,0,50,0,5110,0,1,1
10,1,5,0,0,81,0,5110,0,1,1
9,23,5,0,0,88,1,5110,0,0,1
3,13,3,0,1,2,1,140,0,0,0
1,10,2,0,0,12,1,10,0,0,0
14,0,6,0,0,69,2,10,0,1,1
13,19,6,0,0,94,2,5110,0,0,1
4,20,6,0,0,87,1,5100,0,1,1
3,12,2,0,1,4,1,10,0,0,0
10,22,6,0,0,71,1,5110,0,1,1
13,20,2,0,0,86,1,5110,0,0,1
10,4,4,0,0,90,1,5110,0,0,1
2,16,0,0,1,16,2,10,0,0,0
10,21,5,0,0,94,2,5110,0,1,1
11,1,2,0,0,85,1,2590,0,1,1
9,3,4,0,0,93,0,2800,0,0,1
5,18,1,0,1,14,0,70,0,0,0
2,15,2,0,1,8,2,230,0,0,0
13,22,1,0,0,78,2,5110,0,1,1
7,2,6,0,0,81,0,5110,0,1,1
13,0,0,0,0,94,2,5100,0,1,1
13,23,5,0,0,66,2,1190,0,0,1
2,14,3,0,0,3,1,10,0,0,0
10,19,0,0,0,73,1,5110,0,0,1
8,18,5,0,0,62,0,5110,0,1,1
11,23,3,0,0,65,1,2740,0,1,1
9,18,5,0,0,54,0,5110,0,1,1
9,1,3,0,0,87,0,5110,0,0,1
9,20,2,0,0,64,1,2180,0,1,1
13,21,6,0,0,85,0,5110,0,1,1
9,18,4,0,0,78,2,10,0,1,1
11,5,2,0,0,70,2,5110,0,1,1
9,21,5,0,0,91,0,5110,0,1,1
12,20,1,0,1,93,1,2480,0,1,1
5,19,2,0,0,94,1,5110,0,0,1
9,19,1,0,0,56,2,1370,0,1,1
12,18,4,0,0,70,1,5110,0,1,1
13,1,6,0,0,71,0,5100,0,1,1
12,4,6,0,0,95,1,5110,0,0,1
4,7,3,0,1,3,0,90,0,1,0
3,18,2,0,0,1,1,30,0,0,0
5,18,0,0,1,19,0,10,0,0,0
5,17,1,0,1,13,2,10,0,0,0
10,3,1,0,0,77,0,5110,0,1,1
1,16,0,0,1,14,1,10,0,0,0
13,0,6,0,0,68,2,5110,0,1,1
4,13,2,0,1,6,1,20,0,0,0
